"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_Address[caseinfo0]","POM.testcases","Mon Jul 28 12:53:52 CST 2025","skipped","Mon Jul 28 12:53:52 CST 2025","Test_cd","test_cd","",""
"","0","test_Upload","POM.testcases","Mon Jul 28 12:53:52 CST 2025","skipped","Mon Jul 28 12:53:52 CST 2025","Test_cd","test_cd","",""
"","0","用例名称：账密登录","POM.testcases","Mon Jul 28 12:53:47 CST 2025","passed","Mon Jul 28 12:53:47 CST 2025","Test_cd","test_cd","",""
"","0","test_Address[caseinfo1]","POM.testcases","Mon Jul 28 12:53:52 CST 2025","skipped","Mon Jul 28 12:53:52 CST 2025","Test_cd","test_cd","",""
